400017654261,1,357,,,1,47.77,,47.77
400017708909,1,357,,,2,108.40,,108.40
400017718126,1,357,,,2,46.89,,46.89
400017716378,1,354,,,2,120.12,,120.12
400017470118,1,304,,,2,192.40,,192.40
400121448633,1,356,,,2,176.98,,176.98
400017711577,1,355,,,3,166.25,,166.25
400121444309,1,354,,,2,299.38,,299.38
400014848450,1,356,,,1,18.98,,18.98
400012120028,1,356,,,1,17.84,,17.84
400002184112,0,15,1,1,1,298.30,184.36,89.90
400017680389,1,301,,,2,28.66,,28.66
400001410941,1,251,,,2,59.74,,59.74
400016434938,0,15,2,2,2,91.79,6.84,42.47
400017253206,1,355,,,1,171.65,,171.65
400017714521,1,355,,,2,81.05,,81.05
400017713693,1,355,,,3,103.79,,103.79
400017714337,1,354,,,2,24.50,,24.50
400013113423,1,354,,,1,83.73,,83.73
400121442653,1,354,,,4,150.40,,150.40
400017709369,1,354,,,1,89.18,,89.18
400121447069,1,354,,,1,35.73,,35.73
400121442745,1,354,,,1,74.20,,74.20
400017716085,1,354,,,1,26.04,,26.04
400017712589,1,354,,,1,66.61,,66.61
400017019935,0,71,,1,2,136.95,23.28,113.67
400017715441,1,354,,,1,10.00,,10.00
400017712221,1,354,,,1,34.64,,34.64
400016755919,1,354,,,1,18.17,,18.17
400009094470,1,354,,,1,216.13,,216.13
400017691061,1,217,,,4,71.08,,71.08
400121354575,1,259,,,7,178.70,,178.70
400001973473,1,256,,,4,138.23,,138.23
400017726774,1,297,,,3,124.39,,124.39
400017686921,1,92,,1,1,21.34,2.88,18.46
400000133089,0,89,,1,1,33.56,16.58,16.98
400002970640,0,40,,2,14,399.06,,370.21
400011251235,0,68,,2,1,86.58,64.33,22.25
400001632252,1,364,,,1,206.78,,206.78
400017704585,1,364,,,1,20.51,,20.51
400017707713,1,364,,,1,19.93,,19.93
400016841404,1,363,,,1,55.38,,55.38
400017702101,1,363,,,1,99.79,,99.79
400017702837,1,363,,,1,22.00,,22.00
400017705229,1,362,,,1,40.77,,40.77
400000851980,1,362,,,1,7.43,,7.43
400017379188,1,361,,,5,112.36,,112.36
400014750896,1,348,,,3,264.79,,264.79
400121446057,1,360,,,1,36.44,,36.44
400121448541,1,360,,,1,99.60,,99.60
400121446793,1,360,,,1,250.85,,250.85
400121446885,1,360,,,1,217.71,,217.71
400017714245,1,360,,,1,147.30,,147.30
400017710933,1,360,,,1,134.68,,134.68
400121445965,1,360,,,1,70.89,,70.89
400121446977,1,360,,,1,17.91,,17.91
400121447253,1,360,,,1,26.55,,26.55
400121298898,1,352,,,2,32.74,,32.74
400121443021,1,359,,,2,106.52,,106.52
400017176645,1,353,,,2,99.97,,99.97
400015103358,1,359,,,1,54.48,,54.48
400013289746,1,359,,,1,7.18,,7.18
400001287443,1,353,,,1,54.42,,54.42
400121475129,1,348,,,4,439.54,,439.54
400121476785,1,353,,,1,103.60,,103.60
400121473749,1,353,,,1,42.79,,42.79
400121476509,1,353,,,1,212.95,,212.95
400017724566,1,348,,,2,210.95,,210.95
400017721530,1,347,,,3,229.20,,229.20
400121476601,1,353,,,1,51.71,,51.71
400121476693,1,353,,,1,54.60,,54.60
400017726314,1,351,,,4,301.14,,301.14
400017719782,1,348,,,3,64.75,,64.75
400017720794,1,353,,,1,79.87,,79.87
400121474853,1,347,,,3,92.64,,92.64
400121476969,1,353,,,1,64.71,,64.71
400121474577,1,353,,,1,34.13,,34.13
400121473841,1,348,,,3,112.94,,112.94
400121472001,1,353,,,1,7.88,,7.88
400121463721,1,353,,,3,30.05,,30.05
400017726406,1,348,,,2,22.05,,22.05
400001277691,0,20,2,,1,41.13,,11.28
400017726866,1,348,,,4,42.72,,42.72
400017722266,1,352,,,1,158.24,,158.24
400017725302,1,352,,,1,2.09,,2.09
400017724474,1,351,,,1,61.12,,61.12
400017725210,1,348,,,2,32.75,,32.75
400017728062,1,347,,,2,119.98,,119.98
400017726222,1,351,,,1,16.68,,16.68
400017719506,1,347,,,5,186.06,,186.06
400017724106,1,350,,,1,86.37,,86.37
400017721714,1,350,,,1,26.75,,26.75
400017715349,1,350,,,1,3.87,,3.87
400017723922,1,350,,,1,5.10,,5.10
400017725118,1,348,,,3,87.60,,87.60
400121471909,1,348,,,3,50.95,,50.95
400017714153,1,347,,,1,25.43,,25.43
400121501918,1,346,,,1,66.12,,66.12
400121503114,1,346,,,2,125.22,,125.22
400121504862,1,346,,,1,204.50,,204.50
400121503022,1,346,,,1,97.58,,97.58
400121504770,1,346,,,1,60.07,,60.07
400121505046,1,346,,,1,110.61,,110.61
400121500153,1,346,,,1,57.05,,57.05
400121503390,1,346,,,1,34.45,,34.45
400017729994,1,346,,,1,194.50,,194.50
400009068434,1,346,,,1,125.48,,125.48
400121502930,1,346,,,2,37.00,,37.00
400121502838,1,346,,,1,6.99,,6.99
400014636322,1,345,,,1,13.05,,13.05
400017728614,1,345,,,1,33.82,,33.82
400017730362,1,344,,,1,132.32,,132.32
400017723646,1,344,,,1,48.93,,48.93
400121498681,1,344,,,1,3.99,,3.99
400017724130,0,1,7,38,79,4105.22,964.08,2476.42
400017731490,0,0,17,60,154,4737.03,862.51,2903.03
400017721094,0,4,17,48,127,11316.47,2150.25,7150.78
400017723578,0,4,11,37,127,12097.96,1346.62,9072.16
400017727718,0,1,14,40,74,2548.22,461.93,1760.07
400017748234,0,0,10,26,58,4443.74,804.36,2732.03
400017725326,0,0,5,20,89,5313.34,693.72,4342.12
400017729190,0,4,4,17,47,2047.41,304.51,1367.38
400017742070,0,7,3,34,125,4773.96,644.86,4059.38
400017710037,0,13,2,2,17,1708.54,236.61,1294.44
400121462641,0,0,12,33,76,6655.14,1495.95,4045.43
400121507554,0,19,1,18,17,997.61,573.56,338.90
400121460157,0,15,7,4,29,2747.13,5.58,2255.82
400017712521,0,12,6,20,50,1550.97,307.46,1062.71
